,Grapheme,Phoneme
208,اول بايد ذهن خودمان را سامان دهيم ، بعد تمام تلاشمان را انجام دهيم تا راه‌حلي را بيابيم كه فقدان و كمبود همه‌پرسي را حل كند,"]avval b/yad zehne1 xodem/n r/ s/m/n dahim ba]d tam/me1 tal/.em/n r/ ]an,/m dahim t/ r/hehalli r/ biy/bim ke foqd/n va kambude1 hameporsi r/ hal konad
"
209,آيا ارتش به دادگاه‌هاي حقوق‌بشر ، در آچه اجازه فعاليت مي‌دهد ، به‌نظرم هم ويرانتو غوزير هماهنگ‌كننده امور سياسي و امنيتي و هم آدميرال ويدو دو فرمانده جديد نيروهاي مسلح هيچ مانعي را براي تحقيقات بوجود نياورند,"]/y/ ]arte. be d/dg/hh/ye1 hoquqe1 ba.ar dar ]/'e ]e,/zeye1 fa]]/liyat midahad be nazaram ham vir/nto qozir ham/hangkonandeye1 ]omure1 siy/si va ]amniyati va ham ]/dmir/l vidodo farm/ndehe1 ,adide1 niruh/ye1 mosallah hi' m/ne]i r/ bar/ye tahqiq/t bevo,ud nay/varand
"
210,ولي نمي‌دانم كه اين تحقيقات تا كجا ادامه خواهد داشت,"vali nemid/nam ke ]in tahqiq/t t/ ko,/ ]ed/me x/had d/.t
"
211,بعضي از افسران مي‌ترسند اين محاكمات به آبروي نيروهاي مسلح لطمه بزند,"ba]zi ]az ]afsar/n mitarsand ]in moh/kem/t be ]/beruye1 niruh/ye1 mosallah latme bezanad
"
212,ولي من مي‌گويم ، نه اين حرف درست نيست,"vali man miguyam na ]in harf dorost nist
"
213,اگر جرات اخلاقي براي آوردن افراد خود را كه مرتكب جرم شده‌اند به‌پاي ميز محاكمه داشته باشيد ، اين خيلي بهتر خواهد بود,"]agar ,or]ate1 ]axl/qi bar/ye ]/vardane1 ]afr/de1 xod r/ ke mortakebe1 ,orm .ode]and be p/ye1 mize1 moh/keme d/.te b/.id ]in xeyli behtar x/had bud
"
214,واكنش جامعه هم مثبت و دلگرم‌كننده خواهد بود,"v/kone.e1 ,/me]e ham mosbat va delgarmkonande x/had bud
"
215,ولي آيا افسران و مقامات ارشد نگران نيستند كه اگر سربازان جزً محكوم‌به قتل شوند ، پاي آن‌ها هم به ميان كشيده شود و محاكمه شوند ، ممكن‌است,"vali ]/y/ ]afsar/n va maq/m/te1 ]ar.ad negar/n nistand ke ]agar sarb/z/ne1 ,oz] mahkum be qatl .avand p/ye1 ]/nh/ ham be miy/n ke.ide .avad va moh/keme .avand momken ]ast
"
216,برخي از متهمان ممكن‌است بگويند آن‌ها جرائم را به روساي خود مرتكب شده‌اند,"barxi ]az mottaham/n momken ]ast beguyand ]/nh/ ,ar/]em r/ be x/tere1 ro]as/ye1 xod mortakeb .ode]and
"
217,ولي تا مجرمان به دادگاه آورده نشوند مردم آچه راضي نمي‌شوند,"vali t/ mo,rem/n be d/dg/h ]/varde na.avand mardome1 ]/'e r/zi nemi.avand
"
218,اين عدالت است,"]in ]ed/lat ]ast
"
219,مردم آچه دنبال ادله هستند,"mardome1 ]/'e donb/le1 ]adelle hastand
"
220,آن‌ها نمي‌خواهند بار ديگر فريب بخورند,"]/nh/ nemix/hand b/re1 digar farib boxorand
"
221,آيا خطراتي در جنبه بين‌المللي مسئله آچه براي اندونزي وجود دارد ، اگر مراقب نباشيم هدف بهره‌برداري بين‌المللي قرار مي‌گيريم,"]/y/ xatar/ti dar ,anbeye1 beynolmelalie1 mas]aleye1 ]/'e bar/ye ]andonezi vo,ud d/rad ]agar mor/qeb nab/.im hadafe1 bahrebard/rie1 beynolmelali qar/r migirim
"
222,ما بايد به قوانين جهاني شدن و ليبراليستي واقف باشيم و بعد از آن بايد از منافع ملي خود حفاظت كنيم,"m/ b/yad be qav/nine1 ,ah/ni .odan va liber/listi v/qef b/.im va ba]d ]az ]/n b/yad ]az man/fe]e1 mellie1 xod hef/zat konim
"
223,اين شبيه شنا كردن نزديك صخره‌هاست,"]in .abihe1 .en/ kardan nazdike1 saxreh/ ]ast
"
224,مجبوري با دقت شنا كني تا با صخره برخورد نكني,"ma,buri b/ deqqat .en/ koni t/ b/ saxre barxord nakoni
"
225,از ، نيوزويك ، بيست وَ دو نوامبر هزار وَ نُهصد وَ نود وَ نُه ترجمه ، سهيلا غلطاني,"]az niyuzvik bist va doye1 nov/mbre1 hez/r va nohsad va navad va noh tar,omeye1 soheyl/ qalt/ni
"
226,حجت‌الاسلام‌والمسلمين سيد محمد خاتمي رئيس‌جمهوري بعد از ظهر ديروز براي ديدار از استان آذربايجان‌غربي با استقبال استاندار و مسئولان اين استان وارد فرودگاه اروميه شد,"ho,,atol]esl/mevalmoslemin seyyed mohammade1 x/tami ra]is,omhuri ba]d]azzohre1 diruz bar/ye did/r ]az ]ost/ne1 ]/zarb/yi,/ne1 qarbi b/ ]esteqb/le1 ]ost/nd/r va mas]ul/ne1 ]in ]ost/n v/rede1 forudg/he1 ]orumiye .od
"
227,آقاي خاتمي در بدو ورود به اروميه در گفتگو با خبرنگاران‌اظهار داشت ، اميدوارم در اين سفر با مشاهدات خود با وضعيت اين استان كه‌در شان مردم اين خطه نيست ، بيشتر آشنا شده و در مسير رفع مشكلات گام برداريم,"]/q/ye1 x/tami dar badve1 vorud be ]orumiye dar goftegu b/ xabarneg/r/n ]ezh/r d/.t ]omidv/ram dar ]in safar b/ mo./hed/te1 xod b/ vaz]iyate1 ]in ]ost/n ke dar .a]ne1 mardome1 ]in xette nist bi.tar ]/.n/ .ode va dar masire1 raf]e1 mo.kel/t g/m bard/rim
"
228,رئيس‌جمهوري با اشاره به گشايش طرح‌هاي مختلف در اين سفر گفت ، سعي كرديم جهت‌گيري‌ها و سياست‌هاي ما به سمتي باشد كه تعادل بين استان‌هاي كشور ايجاد شود,"ra]is,omhuri b/ ]e./re be go./ye.e1 tarhh/ye1 moxtalef dar ]in safar goft sa]y kardim ,ahatgirih/ va siy/sath/ye1 m/ be samti b/.ad ke ta]/dol beyne1 ]ost/nh/ye1 ke.var ]i,/d .avad
"
229,آقاي خاتمي همچنين ابراز اميدواري كرد كه با تبادل‌نظر با مسئولان مختلف استان آذربايجان‌غربي در مورد مشكلات اين استان ، خدمت بزرگ‌تري به مردم اين خطه شود,"]/q/ye1 x/tami ham'enin ]ebr/ze1 ]omidv/ri kard ke b/ tab/dole1 nazar b/ mas]ul/ne1 moxtalefe1 ]ost/ne1 ]/zarb/yi,/ne1 qarbi dar morede1 mo.kel/te1 ]in ]ost/n xedmate1 bozorgtari be mardome1 ]in xette .avad
"
230,رئيس قوه مجريه افزود ، علاقمند بودم بتوانم با مردم همه شهرهاي اين استان ديدار كنم ، اما متاسفانه به‌علت كمي وقت اين مهم ميسر نيست و از همين‌جا به همه مردم خوب و ايثارگر استان آذربايجان‌غربي عرض سلام دارم,"ra]ise1 qovvee1 mo,riye ]afzud ]al/qemand budam betav/nam b/ mardome1 hameye1 .ahrh/ye1 ]in ]ost/n did/r konam ]amm/ mote]assef/ne be ]ellate1 kamie1 vaqt ]in mohem moyassar nist va ]az hamin,/ be hameye1 mardome1 xub va ]is/rgare1 ]ost/ne1 ]/zarb/yi,/ne1 qarbi ]arze1 sal/m d/ram
"
231,آقاي سيد محمد خاتمي در مدت چهار روز اقامت در استان آذربايجان‌غربي با افتتاح هفتصد وَ نود طرح عمراني و توليدي كه با اعتباري افزون بر هشتصد ميليارد ريال احداث شده‌اند ، از چند شهر استان ديدار خواهد داشت,"]/q/ye1 seyyed mohammade1 x/tami dar moddate1 'ah/r ruz ]eq/mat dar ]ost/ne1 ]/zarb/yi,/ne1 qarbi b/ ]eftet/he1 haftsad va navad tarhe1 ]omr/ni va tolidi ke b/ ]e]teb/ri ]afzunbar ha.tsad mily/rd riy/l ]ehd/ .ode]and ]az 'and .ahre1 ]ost/n did/r x/had d/.t
"
232,رئيس‌جمهوري را در سفر به استان آذربايجان‌غربي ، وزراي بهداشت ، درمان و آموزش پزشكي ، مسكن و شهرسازي ، معاون اجرايي و جمعي از مشاوران رئيس‌جمهوري همراهي مي‌كنند,"ra]is,omhuri r/ dar safar be ]ost/ne1 ]/zarb/yi,/ne1 qarbi vozar/ye1 behd/.t darm/n va ]/muze.e1 peze.ki maskan va .ahrs/zi mo]/vene1 ]e,r/]i va ,am]i ]az mo./ver/ne1 ra]is,omhuri hamr/hi mikonand
"
233,رئيس‌جمهوري اسلامي ايران عصر ديروز در بدو ورود به اروميه در گلزار شهداي اين شهر حضور يافت,"ra]ise1 ,omhurie1 ]esl/mie1 ]ir/n- ]asre1 diruz dar badve1 vorud be ]orumiye dar golz/re1 .ohad/ye1 ]in .ahr hozur y/ft
"
234,آقاي سيد محمد خاتمي و هيات همراه بعد از طي مسير فرودگاه تا گلزار شهدا كه با استقبال گرم انبوه مردم همراه بود با قرائت فاتحه خاطره شهداي سرفراز اين شهر را گرامي‌داشت,"]/q/ye1 seyyed mohammade1 x/tami va hey]ate1 hamr/h ba]d ]az teyye1 masire1 forudg/h t/ golz/re1 .ohad/ ke b/ ]esteqb/le1 garme1 ]anbuhe1 mardom hamr/h bud b/ qer/]ate1 f/tehe x/tereye1 .ohad/ye1 sarfar/ze1 ]in .ahr r/ ger/mi d/.t
"
235,رئيس‌جمهوري عصر ديروز در سخناني در اجتماع مردم اروميه گفت ، ايران اسلامي را براي همه ايرانيان بسازيم,"ra]ise,omhuri ]asre1 diruz dar soxan/ni dar ]e,tem/]e1 mardome1 ]orumiye goft ]ir/ne1 ]esl/mi r/ bar/ye hameye1 ]ir/niy/n bes/zim
"
236,حجت‌الاسلام‌والمسلمين سيد محمد خاتمي در اين اجتماع بزرگ ، در ورزشگاه تختي اروميه افزود ، مسلمانان در زير چتر توحيد و نبوت پيامبر اكرم ، ص ، و اعتقادات مشترك اسلامي و غيرمسلمانان در زير چتر پرافتخار ملت ايران ، همه بايد تلاش كنند,"ho,,atol]esl/mvalmoslemin seyyed mohammade1 x/tami dar ]in ]e,tem/]e1 bozorg dar varze.g/he1 taxtie1 ]orumiye ]afzud mosalm/n/n dar zire1 'atre1 tohid va nobovvate1 pey/mbare1 ]akram sallall/h va ]e]teq/d/te1 mo.tarake1 ]esl/mi va qeyremosalm/n/n dar zire1 'atre1 poreftex/re1 mellate1 ]ir/n hame b/yad tal/. konand
"
237,وي اضافه كرد ، در آن‌صورت است كه شيعه ، سني ، ترك ، لر و تركمن ، مي‌توانند زندگي سعادت‌آميز داشته باشند,"vey ]ez/fe kard dar]/nsurat ]ast ke .i]e sonni tork lor va torkaman mitav/nand zendegie1 sa]/dat/miz d/.te b/.and
"
238,رئيس‌جمهوري همچنين با اشاره به نقش شهداي آذربايجان در دفاع مقدس از مقام شامخ شهيدان مهدي باكري ، حميد باكري و شهيد علي اميني تجليل كرد,"ra]ise,omhuri ham'enin b/ ]e./re be naq.e1 .ohad/ye1 ]/zarb/yi,/n dar def/]e1 moqaddas ]az maq/me1 ./mexe1 .ahid/n mehdie1 b/keri hamide1 b/keri va .ahid ]alie1 ]amini ta,lil kard
"
239,وي گفت ، شهر اروميه و استان آذربايجان‌غربي مظهر دفاع از انقلاب و تماميت ارضي ايران است و حاصل آن ، تقديم دو هزار و نُهصد وَ سي وَ سه شهيد خونين‌كفن ، پنج هزار وَ نُهصد وَ چهل وَ يك جانباز و چهارصد وَ شصت وَ پنج آزاده است,"vey goft .ahre1 ]orumiye va ]ost/ne1 ]/zarb/yi,/ne1 qarbi mazhare1 def/] ]az ]enqel/b va tam/miyate1 ]arzie1 ]ir/n ]ast va h/sele1 ]/n taqdime1 do hez/r va nohsad va si va-yo se .ahide1 xunin kafan pan, hez/r va nohsad va 'ehel vae1 yek ,/nb/z va 'ah/rsad va .ast va pan, ]/z/de ]ast
"
240,رئيس قوه مجريه در ادامه با تاكيد بر زندگي مسالمت‌آميز اقوام مختلف در اين استان گفت ، آذربايجان‌غربي مركز تجربه همزيستي مسالمت‌آميز اقوام و تبديل اختلافات به عامل پيشرفت است و ايران اسلامي كه منادي گفتگوي تمدن‌ها ست ، نمونه اين گفتگو و همزيستي را در آذربايجان‌غربي به جهانيان معرفي مي‌كند,"ra]ise1 qovveye1 mo,riye dar ]ed/me b/ ta]kid bar zendegie1 mos/lemat/mize1 ]aqv/me1 moxtalef dar ]in ]ost/n goft ]/zarb/yi,/ne1 qarbi markaze1 ta,robeye1 hamzistie1 mos/lemat/mize1 ]aqv/m va tabdile1 ]extel/f/t be ]/mele1 pi.raft ]ast va ]ir/ne1 ]esl/mi ke mon/die1 gofteguye1 tamaddonh/ ]ast nemuneye1 ]in goftegu va hamzisti r/ dar ]/zarb/yi,/ne1 qarbi be ,ah/niy/n mo]arrefi mikonad
"
241,وي اظهار داشت ، هميشه و به‌خصوص امروز در كشور با توجه به مشكلات فراواني كه از درون و بيرون داريم ، نياز به اتحاد و همبستگي است,"vey ]ezh/r d/.t hami.e va bexosus ]emruz dar ke.var b/ tava,,oh be mo.kel/te1 far/v/ni ke ]az darun va birun d/rim niy/z be ]etteh/d va hambastegi ]ast
"
242,وي گفت ، هم از درون و هم از بيرون ، تجربه نوپاي مردم‌سالاري ما با خطرات بزرگي مواجه است,"vey goft ham ]az darun va ham ]az birun ta,robeye1 nop/ye1 mardoms/l/rie1 m/ b/ xatar/te1 bozorgi mov/,eh ]ast
"
243,رئيس‌جمهوري با اشاره به سابقه تاريخي و فرهنگي آذربايجان‌غربي گفت ، نام آذربايجان از دو هزار وَ چهارصد سال پيش ، از مشهورترين نامه‌اي جغرافياي ايران و جهان است و اين خطه كانون شور و ايمان و علم و آگاهي و هنر و خلاقيت است,"ra]is,omhuri b/ ]e./re be s/beqeye1 t/rixi va farhangie1 ]/zarb/yi,/ne1 qarbi goft n/me1 ]/zarb/yi,/n ]az do hez/r va 'ah/rsad s/le1 pi. ]az ma.hurtarin n/mh/ye1 ,oqr/fiy/ye1 ]ir/n va ,ah/n ]ast va ]in xette k/nune1 .ur va ]im/n va ]elm va ]/g/hi va honar va xall/qiyat ]ast
"
244,وي اضافه كرد ، اروميه و آذربايجان همواره پاره تن ايران عزيز بوده و اين سرزمين مهد توحيد و خداپرستي و زادگاه زرتشت ، پيامبر بزرگ ايران و پذيراي موحدان پاك‌دل پيرو حضرت عيسي مسيح ، ع ، بوده‌است,"vey ]ez/fe kard ]orumiye va ]/zarb/yi,/n hamv/re p/reye1 tane1 ]ir/ne1 ]aziz bude va ]in sarzamin mahde1 tohid va xod/parasti va z/dg/he1 zarto.t pey/mbare1 bozorge1 ]ir/n va pazir/ye1 movahhed/ne1 p/kdele1 peyroe1 hazrate1 ]is/ masih ]aleyhessal/m bude ]ast
"
245,وي موقعيت مرزي آذربايجان‌غربي را ممتاز و پراهميت در گذشته و حال ايران اسلامي توصيف كرد و گفت ، اين نشان‌دهنده اهميت آذربايجان بخصوص آذربايجان‌غربي است كه خط مقدم اتصال ايران عزيز با خارج كشور مي‌باشد,"vey moqe]iyate1 marzie1 ]/zarb/yi,/ne1 qarbi r/ momt/z va por]ahammiyat dar goza.te va-vo h/le1 ]ir/ne1 ]esl/mi tosif kard va goft ]in ne./ndahandeye1 ]ahammiyate1 ]/zarb/yi,/n bexosus ]/zarb/yi,/ne1 qarbi ]ast ke xatte1 moqaddame1 ]ettes/le1 ]ir/ne1 ]aziz b/ x/re,e1 ke.var mib/.ad
"
246,وي‌افزود ، اين سرزمين از يك‌سو مركز تلاقي تمدن‌هاي گوناگون بوده و در نتيجه صاحب تمدن پربار و فرهنگي چند لايه و تو در تو و در عين‌حال غني‌شده و از سوي ديگر به‌خاطر همين موقعيت در معرض تهديد و آسيب‌پذيري نيز بوده‌است,"vey ]afzud ]in sarzamin ]az yek su markaze1 tal/qie1 tamaddonh/ye1 gun/gun bude va darnati,e s/hebe1 tamaddone1 porb/r va farhangie1 'andl/ye va tudartu va dar]eyneh/l qani .ode va ]az suye1 digar be x/tere1 hamin moqe]iyat dar ma]raze1 tahdid va ]/sibpaziri niz bude ]ast
"
247,رئيس‌جمهوري موقعيت پر آب آذربايجان‌غربي را مستعد سرمايه‌گذاري ذكر كرد و يادآور شد ، با كمال تعجب مقدار بهره‌برداري از آب‌هاي سطحي در اين استان در حد آب‌هاي موجود است و هفتاد وَ يك درصد آب‌به صورت سنتي بهره‌برداري مي‌شود,"ra]is,omhuri moqe]iyate1 por]/be1 ]/zarb/yi,/ne1 qarbi r/ mosta]edde1 sarm/yegoz/ri zekr kard va y/d/var .od b/ kam/le1 ta]a,,ob meqd/re1 bahrebard/ri ]az ]/bh/ye1 sathi dar ]in ]ost/n dar hadde1 ]/bh/ye1 mo,ud ]ast va haft/d va yek darsade1 ]/b be surate1 sonnati bahrebard/ri mi.avad
"
248,وي ضرورت شناسايي و سرمايه‌گذاري براي استحصال معادن آذربايجان‌غربي را مورد تاكيد قرار داد و گفت ، تاكنون فقط شانزده درصد مساحت استان مورد شناسايي قرار گرفته است,"vey zarurate1 .en/s/yi va sarm/yegoz/ri bar/ye ]estehs/le1 ma]/dene1 ]/zarb/yi,/ne1 qarbi r/ morede1 ta]kid qar/r d/d va goft t/konun faqat ./nzdah darsade1 mas/hate1 ]ost/n morede1 .en/s/yi qar/r gerefte ]ast
"
249,آقاي خاتمي در ادامه با اشاره به‌وجود بيش از سه ميليارد تن ذخاير معدني در آذربايجان‌غربي گفت ، در برنامه سوم توسعه ، معادن اين استان با روش‌هاي مدرن اكتشافي مورد بررسي ماهواره‌اي قرار خواهد گرفت,"]/q/ye1 x/tami dar ]ed/me b/ ]e./re be vo,ude1 bi. ]az se mily/rd ton zax/yere1 ma]dani dar ]/zarb/yi,/ne1 qarbi goft dar barn/meye1 sevvome1 tose]e ma]/dene1 ]in ]ost/n b/ rave.h/ye1 moderne1 ]ekte./fi morede1 barrasie1 m/hv/re]i qar/r x/had gereft
"
